Taiwan Daily Report by NCHC,,,,,,,,,,,,,,,,,
ID,location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred,manufacturer
"90,149",Taiwan,TWN,2022-01-16,"37,468,756","18,865,900","16,906,379","1,696,477",0,"295,572.00",157.07,79.09,70.87,7.11,"12,390.00","11,540",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,148",Taiwan,TWN,2022-01-15,0,0,0,0,0,"175,774.00",0.00,0.00,0.00,0.00,"7,368.00","11,444",0.05,
"90,147",Taiwan,TWN,2022-01-14,"35,698,752","18,846,087","16,852,665","1,432,500",0,"55,975.00",149.65,79.00,70.65,6.01,"2,346.00","11,349",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,146",Taiwan,TWN,2022-01-13,0,0,0,0,0,"67,395.00",0.00,0.00,0.00,0.00,"2,825.00","11,096",0.05,
"90,145",Taiwan,TWN,2022-01-12,"35,538,991","18,812,827","16,726,164","852,096",0,"69,074.00",148.98,78.86,70.12,3.57,"2,896.00","10,126",0.04,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,144",Taiwan,TWN,2022-01-11,0,0,0,0,0,"71,320.00",0.00,0.00,0.00,0.00,"2,990.00","10,141",0.04,
"90,143",Taiwan,TWN,2022-01-10,0,0,0,0,0,"72,815.00",0.00,0.00,0.00,0.00,"3,052.00","10,047",0.04,
"90,142",Taiwan,TWN,2022-01-09,0,0,0,0,0,"72,807.00",0.00,0.00,0.00,0.00,"3,052.00","9,760",0.04,
"90,141",Taiwan,TWN,2022-01-08,0,0,0,0,0,"67,460.00",0.00,0.00,0.00,0.00,"2,828.00","8,722",0.04,
"90,140",Taiwan,TWN,2022-01-07,"35,306,926","18,766,646","16,540,280","274,304","159,818","62,113.00",148.01,78.67,69.34,1.15,"2,604.00","7,684",0.03,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,139",Taiwan,TWN,2022-01-06,"35,147,108","18,751,788","16,395,320","217,245","91,636","46,098.00",147.34,78.61,68.73,0.91,"1,932.00","6,471",0.03,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,138",Taiwan,TWN,2022-01-05,"35,055,472","18,741,943","16,313,529","194,422","62,131","56,618.00",146.95,78.57,68.39,0.82,"2,373.00","6,606",0.03,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,137",Taiwan,TWN,2022-01-04,"34,993,341","18,732,602","16,260,739","180,662","56,879","71,354.00",146.69,78.53,68.16,0.76,"2,991.00","6,812",0.03,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,136",Taiwan,TWN,2022-01-03,"34,936,462","18,724,023","16,212,439","169,098","46,362","74,896.00",146.45,78.49,67.96,0.71,"3,140.00","6,852",0.03,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,135",Taiwan,TWN,2022-01-02,"34,890,100","18,716,801","16,173,299","161,763",0,"76,760.00",146.26,78.46,67.80,0.68,"3,218.00","6,988",0.03,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,134",Taiwan,TWN,2022-01-01,0,0,0,0,0,"77,572.00",0.00,0.00,0.00,0.00,"3,252.00","7,246",0.03,
"90,133",Taiwan,TWN,2021-12-31,"34,872,136","18,712,858","16,159,278","158,706","47,713","78,384.00",146.18,78.44,67.74,0.67,"3,286.00","7,503",0.03,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,132",Taiwan,TWN,2021-12-30,"34,824,423","18,706,490","16,117,933","151,423",0,"88,091.00",145.98,78.42,67.57,0.63,"3,693.00","7,886",0.03,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,131",Taiwan,TWN,2021-12-29,0,0,0,0,0,"71,783.00",0.00,0.00,0.00,0.00,"3,009.00","7,424",0.03,
"90,130",Taiwan,TWN,2021-12-28,"34,493,865","18,684,915","15,808,950","116,860","81,672","57,050.00",144.60,78.33,66.27,0.49,"2,392.00","7,693",0.03,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,129",Taiwan,TWN,2021-12-27,"34,412,193","18,676,061","15,736,132","105,759","59,413","54,096.00",144.26,78.29,65.97,0.44,"2,268.00","8,480",0.04,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,128",Taiwan,TWN,2021-12-26,"34,352,780","18,667,883","15,684,897","97,913",0,"54,271.00",144.01,78.26,65.75,0.41,"2,275.00","9,374",0.04,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,127",Taiwan,TWN,2021-12-25,0,0,0,0,0,"56,588.00",0.00,0.00,0.00,0.00,"2,372.00","10,046",0.04,
"90,126",Taiwan,TWN,2021-12-24,"34,323,445","18,660,339","15,663,106","94,647","115,656","58,905.00",143.88,78.22,65.66,0.40,"2,469.00","10,717",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,125",Taiwan,TWN,2021-12-23,"34,207,789","18,651,286","15,556,503","82,316","51,128","56,199.00",143.40,78.19,65.21,0.35,"2,356.00","12,656",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,124",Taiwan,TWN,2021-12-22,"34,156,661","18,643,736","15,512,925","74,765","62,145","57,718.00",143.18,78.15,65.03,0.31,"2,420.00","14,140",0.06,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,123",Taiwan,TWN,2021-12-21,"34,094,516","18,631,066","15,463,450","68,282","60,992","58,950.00",142.92,78.10,64.82,0.29,"2,471.00","15,125",0.06,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,122",Taiwan,TWN,2021-12-20,"34,033,524","18,616,700","15,416,824","64,155","60,643","60,813.00",142.67,78.04,64.63,0.27,"2,549.00","16,149",0.07,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,121",Taiwan,TWN,2021-12-19,"33,972,881","18,602,263","15,370,618","58,750",0,"67,954.00",142.41,77.98,64.43,0.25,"2,849.00","18,602",0.08,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,120",Taiwan,TWN,2021-12-18,0,0,0,0,0,"72,286.00",0.00,0.00,0.00,0.00,"3,030.00","19,918",0.08,
"90,119",Taiwan,TWN,2021-12-17,"33,911,110","18,585,322","15,325,788","56,580","96,717","76,619.00",142.16,77.91,64.25,0.24,"3,212.00","21,234",0.09,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,118",Taiwan,TWN,2021-12-16,"33,814,393","18,562,693","15,251,700","47,494","61,759","87,748.00",141.75,77.81,63.94,0.20,"3,678.00","24,397",0.10,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,117",Taiwan,TWN,2021-12-15,"33,752,634","18,544,759","15,207,875","40,584","70,765","97,275.00",141.49,77.74,63.75,0.17,"4,078.00","27,084",0.11,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,116",Taiwan,TWN,2021-12-14,"33,681,869","18,525,192","15,156,677","35,964","74,038","113,798.00",141.19,77.66,63.54,0.15,"4,770.00","26,681",0.11,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,115",Taiwan,TWN,2021-12-13,"33,607,831","18,503,657","15,104,174","32,939","110,627","132,529.00",140.88,77.57,63.32,0.14,"5,556.00","26,550",0.11,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,114",Taiwan,TWN,2021-12-12,"33,497,204","18,472,049","15,025,155","30,288",0,"146,512.00",140.42,77.43,62.99,0.13,"6,142.00","24,247",0.10,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,113",Taiwan,TWN,2021-12-11,0,0,0,0,0,"151,950.00",0.00,0.00,0.00,0.00,"6,370.00","22,570",0.10,
"90,112",Taiwan,TWN,2021-12-10,"33,374,778","18,436,686","14,938,092","28,850","174,622","157,387.00",139.91,77.29,62.62,0.12,"6,598.00","20,894",0.09,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,111",Taiwan,TWN,2021-12-09,"33,200,156","18,391,917","14,808,239","22,688","128,449","171,632.00",139.17,77.10,62.08,0.10,"7,195.00","15,814",0.07,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,110",Taiwan,TWN,2021-12-08,"33,071,707","18,355,174","14,716,533","16,557","186,424","180,222.00",138.64,76.94,61.69,0.07,"7,555.00","11,863",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,109",Taiwan,TWN,2021-12-07,"32,885,283","18,338,424","14,546,859","13,118","205,157","191,207.00",137.85,76.87,60.98,0.05,"8,015.00","13,093",0.06,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,108",Taiwan,TWN,2021-12-06,"32,680,126","18,317,806","14,362,320","9,093","208,505","203,447.00",136.99,76.79,60.21,0.04,"8,528.00","14,487",0.06,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,107",Taiwan,TWN,2021-12-05,"32,471,621","18,302,323","14,169,298","4,974",0,"215,198.00",136.12,76.72,59.40,0.02,"9,021.00","15,558",0.07,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,106",Taiwan,TWN,2021-12-04,0,0,0,0,0,"223,646.00",0.00,0.00,0.00,0.00,"9,375.00","16,517",0.07,
"90,105",Taiwan,TWN,2021-12-03,"32,273,067","18,290,428","13,982,639","2,222","274,334","232,095.00",135.29,76.67,58.62,0.01,"9,729.00","17,477",0.07,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,104",Taiwan,TWN,2021-12-02,"31,998,733","18,281,218","13,717,515",63,"188,577","249,216.00",134.14,76.63,57.50,0.00,"10,447.00","20,682",0.09,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,103",Taiwan,TWN,2021-12-01,"31,810,156","18,272,135","13,538,021",0,"263,323","268,248.00",133.35,76.60,56.75,0.00,"11,245.00","23,280",0.10,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,102",Taiwan,TWN,2021-11-30,"31,546,833","18,246,772","13,300,061",0,"290,835","256,821.00",132.24,76.49,55.75,0.00,"10,766.00","22,768",0.10,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,101",Taiwan,TWN,2021-11-29,"31,255,998","18,216,396","13,039,602",0,"290,764","248,684.00",131.02,76.36,54.66,0.00,"10,425.00","21,663",0.09,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,100",Taiwan,TWN,2021-11-28,"30,965,234","18,193,419","12,771,815",0,0,"232,301.00",129.81,76.27,53.54,0.00,"9,738.00","20,697",0.09,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,099",Taiwan,TWN,2021-11-27,0,0,0,0,0,"234,826.00",0.00,0.00,0.00,0.00,"9,844.00","21,204",0.09,
"90,098",Taiwan,TWN,2021-11-26,"30,648,405","18,168,092","12,480,313",0,"394,186","237,350.00",128.48,76.16,52.32,0.00,"9,950.00","21,711",0.09,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,097",Taiwan,TWN,2021-11-25,"30,254,219","18,136,444","12,117,775",0,"321,800","224,985.00",126.83,76.03,50.80,0.00,"9,431.00","22,096",0.09,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,096",Taiwan,TWN,2021-11-24,"29,932,419","18,109,173","11,823,246",0,"183,333","218,362.00",125.48,75.91,49.56,0.00,"9,154.00","21,120",0.09,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,095",Taiwan,TWN,2021-11-23,"29,749,086","18,087,393","11,661,693",0,"233,879","226,791.00",124.71,75.82,48.89,0.00,"9,507.00","22,275",0.09,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,094",Taiwan,TWN,2021-11-22,"29,515,207","18,064,753","11,450,454",0,0,"226,798.00",123.73,75.73,48.00,0.00,"9,507.00","24,705",0.10,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,093",Taiwan,TWN,2021-11-21,0,0,0,0,0,"235,664.00",0.00,0.00,0.00,0.00,"9,879.00","28,192",0.12,
"90,092",Taiwan,TWN,2021-11-20,0,0,0,0,0,"225,500.00",0.00,0.00,0.00,0.00,"9,453.00","28,907",0.12,
"90,091",Taiwan,TWN,2021-11-19,"28,986,957","18,016,118","10,970,839",0,"307,630","215,337.00",121.51,75.52,45.99,0.00,"9,027.00","29,622",0.12,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,090",Taiwan,TWN,2021-11-18,"28,679,327","17,981,769","10,697,558",0,"275,443","209,866.00",120.22,75.38,44.84,0.00,"8,798.00","33,846",0.14,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,089",Taiwan,TWN,2021-11-17,"28,403,884","17,961,336","10,442,548",0,"242,338","199,923.00",119.07,75.29,43.78,0.00,"8,381.00","38,831",0.16,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,088",Taiwan,TWN,2021-11-16,"28,161,546","17,931,470","10,230,076",0,"233,925","198,962.00",118.05,75.17,42.88,0.00,"8,340.00","44,078",0.19,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,087",Taiwan,TWN,2021-11-15,"27,927,621","17,891,819","10,035,802",0,"238,142","197,865.00",117.07,75.00,42.07,0.00,"8,294.00","47,745",0.20,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,086",Taiwan,TWN,2021-11-14,"27,689,479","17,851,199","9,838,280",0,0,"201,080.00",116.07,74.83,41.24,0.00,"8,429.00","52,452",0.22,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,085",Taiwan,TWN,2021-11-13,0,0,0,0,0,"200,493.00",0.00,0.00,0.00,0.00,"8,405.00","52,796",0.22,
"90,084",Taiwan,TWN,2021-11-12,"27,479,599","17,808,765","9,670,834",0,"269,334","199,907.00",115.19,74.65,40.54,0.00,"8,380.00","53,140",0.22,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,083",Taiwan,TWN,2021-11-11,"27,210,265","17,744,846","9,465,419",0,"205,839","194,146.00",114.07,74.39,39.68,0.00,"8,139.00","49,342",0.21,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,082",Taiwan,TWN,2021-11-10,"27,004,426","17,689,522","9,314,904",0,"235,616","175,195.00",113.20,74.15,39.05,0.00,"7,344.00","43,513",0.18,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,081",Taiwan,TWN,2021-11-09,"26,768,810","17,622,921","9,145,889",0,"226,244","183,220.00",112.21,73.88,38.34,0.00,"7,681.00","41,646",0.18,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,080",Taiwan,TWN,2021-11-08,"26,542,566","17,557,602","8,984,964",0,"260,645","194,365.00",111.27,73.60,37.66,0.00,"8,148.00","38,800",0.16,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,079",Taiwan,TWN,2021-11-07,"26,281,921","17,484,037","8,797,884",0,0,"201,682.00",110.17,73.29,36.88,0.00,"8,454.00","38,474",0.16,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,078",Taiwan,TWN,2021-11-06,0,0,0,0,0,"215,068.00",0.00,0.00,0.00,0.00,"9,016.00","53,935",0.23,
"90,077",Taiwan,TWN,2021-11-05,"26,080,250","17,436,784","8,643,466",0,"229,010","228,454.00",109.33,73.09,36.23,0.00,"9,577.00","69,396",0.29,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,076",Taiwan,TWN,2021-11-04,"25,851,240","17,399,450","8,451,790",0,"73,176","257,501.00",108.37,72.94,35.43,0.00,"10,794.00","106,129",0.45,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,075",Taiwan,TWN,2021-11-03,"25,778,064","17,384,932","8,393,132",0,"291,795","305,845.00",108.06,72.88,35.18,0.00,"12,821.00","140,020",0.59,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,074",Taiwan,TWN,2021-11-02,"25,486,269","17,331,396","8,154,873",0,"304,256","324,091.00",106.84,72.65,34.19,0.00,"13,586.00","150,028",0.63,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,073",Taiwan,TWN,2021-11-01,"25,182,013","17,286,000","7,896,013",0,"311,863","342,617.00",105.56,72.46,33.10,0.00,"14,362.00","168,697",0.71,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,072",Taiwan,TWN,2021-10-31,"24,870,150","17,214,718","7,655,432",0,0,"369,554.00",104.26,72.16,32.09,0.00,"15,492.00","192,704",0.81,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,071",Taiwan,TWN,2021-10-30,0,0,0,0,0,"382,210.00",0.00,0.00,0.00,0.00,"16,022.00","196,030",0.82,
"90,070",Taiwan,TWN,2021-10-29,"24,481,074","16,951,012","7,530,062",0,"432,340","394,865.00",102.62,71.06,31.57,0.00,"16,553.00","199,356",0.84,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,069",Taiwan,TWN,2021-10-28,"24,048,734","16,656,545","7,392,189",0,"411,584","397,707.00",100.81,69.82,30.99,0.00,"16,672.00","186,136",0.78,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,068",Taiwan,TWN,2021-10-27,"23,637,150","16,404,793","7,232,357",0,"419,521","388,022.00",99.09,68.77,30.32,0.00,"16,266.00","167,884",0.70,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,067",Taiwan,TWN,2021-10-26,"23,217,629","16,281,201","6,936,428",0,"433,935","382,315.00",97.33,68.25,29.08,0.00,"16,027.00","173,977",0.73,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,066",Taiwan,TWN,2021-10-25,"22,783,694","16,105,123","6,678,571",0,"500,423","368,391.00",95.51,67.51,28.00,0.00,"15,443.00","175,374",0.74,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,065",Taiwan,TWN,2021-10-24,"22,283,271","15,865,789","6,417,482",0,0,"351,084.00",93.41,66.51,26.90,0.00,"14,717.00","177,940",0.75,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,064",Taiwan,TWN,2021-10-23,0,0,0,0,0,"338,542.00",0.00,0.00,0.00,0.00,"14,192.00","171,795",0.72,
"90,063",Taiwan,TWN,2021-10-22,"21,717,020","15,555,520","6,161,500",0,"452,233","326,000.00",91.04,65.21,25.83,0.00,"13,666.00","165,650",0.69,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,062",Taiwan,TWN,2021-10-21,"21,264,787","15,353,595","5,911,192",0,"343,792","319,824.00",89.14,64.36,24.78,0.00,"13,407.00","171,637",0.72,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,061",Taiwan,TWN,2021-10-20,"20,920,995","15,229,608","5,691,387",0,"379,574","307,752.00",87.70,63.84,23.86,0.00,"12,901.00","178,512",0.75,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,060",Taiwan,TWN,2021-10-19,"20,541,421","15,063,365","5,478,056",0,"336,462","292,009.00",86.11,63.15,22.96,0.00,"12,241.00","180,855",0.76,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,059",Taiwan,TWN,2021-10-18,"20,204,959","14,877,506","5,327,453",0,"379,276","280,586.00",84.70,62.37,22.33,0.00,"11,762.00","159,661",0.67,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,058",Taiwan,TWN,2021-10-17,"19,825,683","14,620,207","5,205,476",0,0,"243,232.00",83.11,61.29,21.82,0.00,"10,196.00","125,199",0.53,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,057",Taiwan,TWN,2021-10-16,0,0,0,0,0,"232,156.00",0.00,0.00,0.00,0.00,"9,732.00","111,477",0.47,
"90,056",Taiwan,TWN,2021-10-15,"19,435,019","14,395,967","5,039,052",0,"408,997","221,079.00",81.47,60.35,21.12,0.00,"9,268.00","97,755",0.41,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,055",Taiwan,TWN,2021-10-14,"19,026,022","14,152,139","4,873,883",0,"259,292","212,062.00",79.76,59.33,20.43,0.00,"8,890.00","69,369",0.29,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,054",Taiwan,TWN,2021-10-13,"18,766,730","13,980,025","4,786,705",0,"269,374","221,184.00",78.67,58.60,20.07,0.00,"9,272.00","51,894",0.22,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,053",Taiwan,TWN,2021-10-12,"18,497,356","13,797,381","4,699,975",0,"256,500","210,863.00",77.54,57.84,19.70,0.00,"8,839.00","31,438",0.13,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,052",Taiwan,TWN,2021-10-11,"18,240,856","13,759,882","4,480,974",0,0,"202,895.00",76.47,57.68,18.78,0.00,"8,505.00","33,567",0.14,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,051",Taiwan,TWN,2021-10-10,0,0,0,0,0,"223,443.00",0.00,0.00,0.00,0.00,"9,367.00","38,018",0.16,
"90,050",Taiwan,TWN,2021-10-09,0,0,0,0,0,"226,740.00",0.00,0.00,0.00,0.00,"9,505.00","39,502",0.17,
"90,049",Taiwan,TWN,2021-10-08,"17,887,465","13,711,680","4,175,785",0,"345,874","230,038.00",74.98,57.48,17.50,0.00,"9,643.00","40,986",0.17,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,048",Taiwan,TWN,2021-10-07,"17,541,591","13,666,555","3,875,036",0,"323,146","237,243.00",73.53,57.29,16.24,0.00,"9,945.00","60,487",0.25,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,047",Taiwan,TWN,2021-10-06,"17,218,445","13,616,764","3,601,681",0,"197,128","253,861.00",72.18,57.08,15.10,0.00,"10,642.00","78,731",0.33,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,046",Taiwan,TWN,2021-10-05,"17,021,317","13,577,317","3,444,000",0,"200,727","275,719.00",71.35,56.92,14.44,0.00,"11,558.00","109,222",0.46,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,045",Taiwan,TWN,2021-10-04,"16,820,590","13,524,914","3,295,676",0,"261,631","293,894.00",70.51,56.70,13.82,0.00,"12,320.00","139,034",0.58,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,044",Taiwan,TWN,2021-10-03,"16,558,959","13,477,691","3,081,268",0,0,"304,126.00",69.42,56.50,12.92,0.00,"12,749.00","171,357",0.72,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,043",Taiwan,TWN,2021-10-02,0,0,0,0,0,"304,544.00",0.00,0.00,0.00,0.00,"12,766.00","182,074",0.76,
"90,042",Taiwan,TWN,2021-10-01,"16,277,198","13,424,778","2,852,420",0,"396,309","304,962.00",68.23,56.28,11.96,0.00,"12,784.00","192,791",0.81,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,041",Taiwan,TWN,2021-09-30,"15,880,889","13,243,149","2,637,740",0,"439,468","289,203.00",66.57,55.52,11.06,0.00,"12,123.00","190,088",0.80,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,040",Taiwan,TWN,2021-09-29,"15,441,421","13,065,648","2,375,773",0,"350,140","264,522.00",64.73,54.77,9.96,0.00,"11,089.00","185,987",0.78,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,039",Taiwan,TWN,2021-09-28,"15,091,281","12,812,763","2,278,518",0,"327,951","240,846.00",63.26,53.71,9.55,0.00,"10,096.00","160,429",0.67,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,038",Taiwan,TWN,2021-09-27,"14,763,330","12,551,676","2,211,654",0,"333,254","202,336.00",61.89,52.62,9.27,0.00,"8,482.00","126,585",0.53,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,037",Taiwan,TWN,2021-09-26,"14,430,076","12,278,191","2,151,885",0,0,"163,068.00",60.49,51.47,9.02,0.00,"6,836.00","90,970",0.38,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,036",Taiwan,TWN,2021-09-25,0,0,0,0,0,"150,864.00",0.00,0.00,0.00,0.00,"6,324.00","79,928",0.34,
"90,035",Taiwan,TWN,2021-09-24,"14,142,461","12,075,243","2,067,218",0,"285,995","138,660.00",59.29,50.62,8.67,0.00,"5,813.00","68,886",0.29,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,034",Taiwan,TWN,2021-09-23,"13,856,466","11,912,534","1,943,932",0,"266,699","131,195.00",58.09,49.94,8.15,0.00,"5,500.00","53,785",0.23,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,033",Taiwan,TWN,2021-09-22,"13,589,767","11,763,739","1,826,028",0,"184,410","125,906.00",56.97,49.31,7.65,0.00,"5,278.00","40,058",0.17,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,032",Taiwan,TWN,2021-09-21,"13,405,357","11,689,760","1,715,597",0,0,"128,671.00",56.20,49.00,7.19,0.00,"5,394.00","35,378",0.15,Medigen; Moderna; Oxford/AstraZeneca
"90,031",Taiwan,TWN,2021-09-20,0,0,0,0,0,"122,698.00",0.00,0.00,0.00,0.00,"5,143.00","33,162",0.14,
"90,030",Taiwan,TWN,2021-09-19,0,0,0,0,0,"117,915.00",0.00,0.00,0.00,0.00,"4,943.00","32,122",0.14,
"90,029",Taiwan,TWN,2021-09-18,0,0,0,0,0,"121,121.00",0.00,0.00,0.00,0.00,"5,077.00","39,620",0.17,
"90,028",Taiwan,TWN,2021-09-17,"13,171,843","11,593,038","1,578,805",0,"233,745","124,327.00",55.22,48.60,6.62,0.00,"5,212.00","47,118",0.20,Medigen; Moderna; Oxford/AstraZeneca
"90,027",Taiwan,TWN,2021-09-16,"12,938,098","11,536,036","1,402,062",0,"229,670","139,489.00",54.24,48.36,5.88,0.00,"5,847.00","84,983",0.36,Medigen; Moderna; Oxford/AstraZeneca
"90,026",Taiwan,TWN,2021-09-15,"12,708,428","11,483,332","1,225,096",0,"203,766","149,678.00",53.27,48.14,5.14,0.00,"6,274.00","118,727",0.50,Medigen; Moderna; Oxford/AstraZeneca
"90,025",Taiwan,TWN,2021-09-14,"12,504,662","11,442,116","1,062,546",0,"16,566","136,579.00",52.42,47.97,4.45,0.00,"5,725.00","127,094",0.53,Medigen; Moderna; Oxford/AstraZeneca
"90,024",Taiwan,TWN,2021-09-13,"12,488,096","11,433,445","1,054,651",0,"24,904","147,391.00",52.35,47.93,4.42,0.00,"6,179.00","137,824",0.58,Medigen; Moderna; Oxford/AstraZeneca
